image_id,filename,sequence_id,species_code,split,num_objects
69,pg1_10_img069.jpg,pg1_10,pg,train,10
70,pg1_10_img070.jpg,pg1_10,pg,train,10
71,pg1_10_img071.jpg,pg1_10,pg,train,10
72,pg1_10_img072.jpg,pg1_10,pg,train,10
73,pg1_10_img073.jpg,pg1_10,pg,train,10
74,pg1_10_img074.jpg,pg1_10,pg,train,10
75,pg1_10_img075.jpg,pg1_10,pg,train,10
76,pg1_10_img076.jpg,pg1_10,pg,train,10
77,pg1_10_img077.jpg,pg1_10,pg,train,10
78,pg1_10_img078.jpg,pg1_10,pg,train,10
79,pg1_10_img079.jpg,pg1_10,pg,train,10
80,pg1_10_img080.jpg,pg1_10,pg,train,10
81,pg1_10_img081.jpg,pg1_10,pg,train,10
82,pg1_10_img082.jpg,pg1_10,pg,train,10
83,pg1_10_img083.jpg,pg1_10,pg,train,10
84,pg1_10_img084.jpg,pg1_10,pg,train,10
85,pg1_10_img085.jpg,pg1_10,pg,train,10
86,pg1_10_img086.jpg,pg1_10,pg,train,10
87,pg1_10_img087.jpg,pg1_10,pg,train,10
88,pg1_10_img088.jpg,pg1_10,pg,train,10
89,pg1_10_img089.jpg,pg1_10,pg,train,10
90,pg1_10_img090.jpg,pg1_10,pg,train,10
91,pg1_10_img091.jpg,pg1_10,pg,train,10
92,pg1_10_img092.jpg,pg1_10,pg,train,10
93,pg1_10_img093.jpg,pg1_10,pg,train,10
94,pg1_10_img094.jpg,pg1_10,pg,train,10
95,pg1_10_img095.jpg,pg1_10,pg,train,10
96,pg1_10_img096.jpg,pg1_10,pg,train,10
97,pg1_10_img097.jpg,pg1_10,pg,train,10
98,pg1_11_img001.jpg,pg1_11,pg,train,10
99,pg1_11_img002.jpg,pg1_11,pg,train,10
100,pg1_11_img003.jpg,pg1_11,pg,train,10
101,pg1_11_img004.jpg,pg1_11,pg,train,10
102,pg1_11_img005.jpg,pg1_11,pg,train,10
103,pg1_11_img006.jpg,pg1_11,pg,train,10
104,pg1_11_img007.jpg,pg1_11,pg,train,10
105,pg1_11_img008.jpg,pg1_11,pg,train,10
106,pg1_11_img009.jpg,pg1_11,pg,train,10
107,pg1_11_img010.jpg,pg1_11,pg,train,10
108,pg1_11_img011.jpg,pg1_11,pg,train,10
109,pg1_11_img012.jpg,pg1_11,pg,train,10
110,pg1_11_img013.jpg,pg1_11,pg,train,10
111,pg1_11_img014.jpg,pg1_11,pg,train,10
112,pg1_11_img015.jpg,pg1_11,pg,train,10
113,pg1_11_img016.jpg,pg1_11,pg,train,10
114,pg1_11_img017.jpg,pg1_11,pg,train,10
115,pg1_11_img018.jpg,pg1_11,pg,train,10
116,pg1_11_img019.jpg,pg1_11,pg,train,10
117,pg1_11_img020.jpg,pg1_11,pg,train,10
118,pg1_11_img021.jpg,pg1_11,pg,train,10
119,pg1_11_img022.jpg,pg1_11,pg,train,10
120,pg1_11_img023.jpg,pg1_11,pg,train,10
121,pg1_11_img024.jpg,pg1_11,pg,train,10
122,pg1_11_img025.jpg,pg1_11,pg,train,10
123,pg1_11_img026.jpg,pg1_11,pg,train,10
124,pg1_11_img027.jpg,pg1_11,pg,train,10
125,pg1_11_img028.jpg,pg1_11,pg,train,10
126,pg1_11_img029.jpg,pg1_11,pg,train,10
127,pg1_11_img030.jpg,pg1_11,pg,train,10
128,pg1_11_img031.jpg,pg1_11,pg,train,10
129,pg1_11_img032.jpg,pg1_11,pg,train,10
130,pg1_11_img033.jpg,pg1_11,pg,train,10
131,pg1_11_img034.jpg,pg1_11,pg,train,10
132,pg1_11_img035.jpg,pg1_11,pg,train,10
133,pg1_11_img036.jpg,pg1_11,pg,train,10
134,pg1_11_img037.jpg,pg1_11,pg,train,10
135,pg1_11_img038.jpg,pg1_11,pg,train,10
136,pg1_11_img039.jpg,pg1_11,pg,train,10
137,pg1_11_img040.jpg,pg1_11,pg,train,10
138,pg1_11_img041.jpg,pg1_11,pg,train,10
139,pg1_11_img042.jpg,pg1_11,pg,train,10
140,pg1_11_img043.jpg,pg1_11,pg,train,10
141,pg1_11_img044.jpg,pg1_11,pg,train,10
142,pg1_11_img045.jpg,pg1_11,pg,train,10
143,pg1_11_img046.jpg,pg1_11,pg,train,10
144,pg1_11_img047.jpg,pg1_11,pg,train,10
145,pg1_11_img048.jpg,pg1_11,pg,train,10
146,pg1_11_img049.jpg,pg1_11,pg,train,10
147,pg1_11_img050.jpg,pg1_11,pg,train,10
148,pg1_11_img051.jpg,pg1_11,pg,train,10
149,pg1_11_img052.jpg,pg1_11,pg,train,10
150,pg1_11_img053.jpg,pg1_11,pg,train,10
151,pg1_11_img054.jpg,pg1_11,pg,train,10
152,pg1_11_img055.jpg,pg1_11,pg,train,10
153,pg1_11_img056.jpg,pg1_11,pg,train,10
154,pg1_11_img057.jpg,pg1_11,pg,train,10
155,pg1_11_img058.jpg,pg1_11,pg,train,10
156,pg1_11_img059.jpg,pg1_11,pg,train,10
157,pg1_11_img060.jpg,pg1_11,pg,train,10
158,pg1_11_img061.jpg,pg1_11,pg,train,10
159,pg1_11_img062.jpg,pg1_11,pg,train,10
160,pg1_11_img063.jpg,pg1_11,pg,train,10
161,pg1_11_img064.jpg,pg1_11,pg,train,10
162,pg1_11_img065.jpg,pg1_11,pg,train,10
163,pg1_11_img066.jpg,pg1_11,pg,train,10
164,pg1_11_img067.jpg,pg1_11,pg,train,10
165,pg1_11_img068.jpg,pg1_11,pg,train,10
166,pg1_11_img069.jpg,pg1_11,pg,train,10
167,pg1_11_img070.jpg,pg1_11,pg,train,10
168,pg1_11_img071.jpg,pg1_11,pg,train,10
169,pg1_11_img072.jpg,pg1_11,pg,train,10
170,pg1_11_img073.jpg,pg1_11,pg,train,10
171,pg1_11_img074.jpg,pg1_11,pg,train,10
172,pg1_11_img075.jpg,pg1_11,pg,train,10
173,pg1_11_img076.jpg,pg1_11,pg,train,10
174,pg1_11_img077.jpg,pg1_11,pg,train,10
175,pg1_11_img078.jpg,pg1_11,pg,train,10
176,pg1_11_img079.jpg,pg1_11,pg,train,10
177,pg1_11_img080.jpg,pg1_11,pg,train,10
178,pg1_11_img081.jpg,pg1_11,pg,train,10
179,pg1_11_img082.jpg,pg1_11,pg,train,10
180,pg1_11_img083.jpg,pg1_11,pg,train,10
181,pg1_11_img084.jpg,pg1_11,pg,train,10
182,pg1_11_img085.jpg,pg1_11,pg,train,10
183,pg1_11_img086.jpg,pg1_11,pg,train,10
184,pg1_11_img087.jpg,pg1_11,pg,train,10
185,pg1_11_img088.jpg,pg1_11,pg,train,10
186,pg1_11_img089.jpg,pg1_11,pg,train,10
187,pg1_11_img090.jpg,pg1_11,pg,train,10
188,pg1_11_img091.jpg,pg1_11,pg,train,10
189,pg1_11_img092.jpg,pg1_11,pg,train,10
190,pg1_11_img093.jpg,pg1_11,pg,train,10
191,pg1_11_img094.jpg,pg1_11,pg,train,10
192,pg1_11_img095.jpg,pg1_11,pg,train,10
193,pg1_11_img096.jpg,pg1_11,pg,train,10
194,pg1_11_img097.jpg,pg1_11,pg,train,10
195,pg1_12_img001.jpg,pg1_12,pg,train,10
196,pg1_12_img002.jpg,pg1_12,pg,train,10
197,pg1_12_img003.jpg,pg1_12,pg,train,10
198,pg1_12_img004.jpg,pg1_12,pg,train,10
199,pg1_12_img005.jpg,pg1_12,pg,train,10
200,pg1_12_img006.jpg,pg1_12,pg,train,10
201,pg1_12_img007.jpg,pg1_12,pg,train,10
202,pg1_12_img008.jpg,pg1_12,pg,train,10
203,pg1_12_img009.jpg,pg1_12,pg,train,10
204,pg1_12_img010.jpg,pg1_12,pg,train,10
205,pg1_12_img011.jpg,pg1_12,pg,train,10
206,pg1_12_img012.jpg,pg1_12,pg,train,10
207,pg1_12_img013.jpg,pg1_12,pg,train,10
208,pg1_12_img014.jpg,pg1_12,pg,train,10
209,pg1_12_img015.jpg,pg1_12,pg,train,10
210,pg1_12_img016.jpg,pg1_12,pg,train,10
211,pg1_12_img017.jpg,pg1_12,pg,train,10
212,pg1_12_img018.jpg,pg1_12,pg,train,10
213,pg1_12_img019.jpg,pg1_12,pg,train,10
214,pg1_12_img020.jpg,pg1_12,pg,train,10
215,pg1_12_img021.jpg,pg1_12,pg,train,10
216,pg1_12_img022.jpg,pg1_12,pg,train,10
217,pg1_12_img023.jpg,pg1_12,pg,train,10
218,pg1_12_img024.jpg,pg1_12,pg,train,10
219,pg1_12_img025.jpg,pg1_12,pg,train,10
220,pg1_12_img026.jpg,pg1_12,pg,train,10
221,pg1_12_img027.jpg,pg1_12,pg,train,10
222,pg1_12_img028.jpg,pg1_12,pg,train,10
223,pg1_12_img029.jpg,pg1_12,pg,train,10
224,pg1_12_img030.jpg,pg1_12,pg,train,10
225,pg1_12_img031.jpg,pg1_12,pg,train,10
226,pg1_12_img032.jpg,pg1_12,pg,train,10
227,pg1_12_img033.jpg,pg1_12,pg,train,10
228,pg1_12_img034.jpg,pg1_12,pg,train,10
229,pg1_12_img035.jpg,pg1_12,pg,train,10
230,pg1_12_img036.jpg,pg1_12,pg,train,10
231,pg1_12_img037.jpg,pg1_12,pg,train,10
232,pg1_12_img038.jpg,pg1_12,pg,train,10
233,pg1_12_img039.jpg,pg1_12,pg,train,10
234,pg1_12_img040.jpg,pg1_12,pg,train,10
235,pg1_12_img041.jpg,pg1_12,pg,train,10
236,pg1_12_img042.jpg,pg1_12,pg,train,10
237,pg1_12_img043.jpg,pg1_12,pg,train,10
238,pg1_12_img044.jpg,pg1_12,pg,train,10
239,pg1_12_img045.jpg,pg1_12,pg,train,10
240,pg1_12_img046.jpg,pg1_12,pg,train,10
241,pg1_12_img047.jpg,pg1_12,pg,train,10
242,pg1_12_img048.jpg,pg1_12,pg,train,10
243,pg1_12_img049.jpg,pg1_12,pg,train,10
244,pg1_12_img050.jpg,pg1_12,pg,train,10
245,pg1_12_img051.jpg,pg1_12,pg,train,10
246,pg1_12_img052.jpg,pg1_12,pg,train,10
247,pg1_12_img053.jpg,pg1_12,pg,train,10
248,pg1_12_img054.jpg,pg1_12,pg,train,10
249,pg1_12_img055.jpg,pg1_12,pg,train,10
250,pg1_12_img056.jpg,pg1_12,pg,train,10
251,pg1_12_img057.jpg,pg1_12,pg,train,10
252,pg1_12_img058.jpg,pg1_12,pg,train,10
253,pg1_12_img059.jpg,pg1_12,pg,train,10
254,pg1_12_img060.jpg,pg1_12,pg,train,10
255,pg1_12_img061.jpg,pg1_12,pg,train,10
256,pg1_12_img062.jpg,pg1_12,pg,train,10
257,pg1_12_img063.jpg,pg1_12,pg,train,10
258,pg1_12_img064.jpg,pg1_12,pg,train,10
259,pg1_12_img065.jpg,pg1_12,pg,train,10
260,pg1_12_img066.jpg,pg1_12,pg,train,10
261,pg1_12_img067.jpg,pg1_12,pg,train,10
262,pg1_12_img068.jpg,pg1_12,pg,train,10
263,pg1_12_img069.jpg,pg1_12,pg,train,10
264,pg1_12_img070.jpg,pg1_12,pg,train,10
265,pg1_12_img071.jpg,pg1_12,pg,train,10
266,pg1_12_img072.jpg,pg1_12,pg,train,10
267,pg1_12_img073.jpg,pg1_12,pg,train,10
268,pg1_12_img074.jpg,pg1_12,pg,train,10
269,pg1_12_img075.jpg,pg1_12,pg,train,10
270,pg1_12_img076.jpg,pg1_12,pg,train,10
271,pg1_12_img077.jpg,pg1_12,pg,train,10
272,pg1_12_img078.jpg,pg1_12,pg,train,10
273,pg1_12_img079.jpg,pg1_12,pg,train,10
274,pg1_12_img080.jpg,pg1_12,pg,train,10
275,pg1_12_img081.jpg,pg1_12,pg,train,10
276,pg1_12_img082.jpg,pg1_12,pg,train,10
277,pg1_12_img083.jpg,pg1_12,pg,train,10
278,pg1_12_img084.jpg,pg1_12,pg,train,10
279,pg1_12_img085.jpg,pg1_12,pg,train,10
280,pg1_12_img086.jpg,pg1_12,pg,train,10
281,pg1_12_img087.jpg,pg1_12,pg,train,10
282,pg1_12_img088.jpg,pg1_12,pg,train,10
283,pg1_12_img089.jpg,pg1_12,pg,train,10
284,pg1_12_img090.jpg,pg1_12,pg,train,10
285,pg1_12_img091.jpg,pg1_12,pg,train,10
286,pg1_12_img092.jpg,pg1_12,pg,train,10
287,pg1_12_img093.jpg,pg1_12,pg,train,10
288,pg1_12_img094.jpg,pg1_12,pg,train,10
289,pg1_12_img095.jpg,pg1_12,pg,train,10
290,pg1_12_img096.jpg,pg1_12,pg,train,10
291,pg1_12_img097.jpg,pg1_12,pg,train,10
292,pg1_1_img001.jpg,pg1_1,pg,test,10
293,pg1_1_img002.jpg,pg1_1,pg,test,10
294,pg1_1_img003.jpg,pg1_1,pg,test,10
295,pg1_1_img004.jpg,pg1_1,pg,test,10
296,pg1_1_img005.jpg,pg1_1,pg,test,10
297,pg1_1_img006.jpg,pg1_1,pg,test,10
298,pg1_1_img007.jpg,pg1_1,pg,test,10
299,pg1_1_img008.jpg,pg1_1,pg,test,10
300,pg1_1_img009.jpg,pg1_1,pg,test,10
301,pg1_1_img010.jpg,pg1_1,pg,test,10
302,pg1_1_img011.jpg,pg1_1,pg,test,10
303,pg1_1_img012.jpg,pg1_1,pg,test,10
304,pg1_1_img013.jpg,pg1_1,pg,test,10
305,pg1_1_img014.jpg,pg1_1,pg,test,10
306,pg1_1_img015.jpg,pg1_1,pg,test,10
307,pg1_1_img016.jpg,pg1_1,pg,test,10
308,pg1_1_img017.jpg,pg1_1,pg,test,10
309,pg1_1_img018.jpg,pg1_1,pg,test,10
310,pg1_1_img019.jpg,pg1_1,pg,test,10
311,pg1_1_img020.jpg,pg1_1,pg,test,10
312,pg1_1_img021.jpg,pg1_1,pg,test,10
313,pg1_1_img022.jpg,pg1_1,pg,test,10
314,pg1_1_img023.jpg,pg1_1,pg,test,10
315,pg1_1_img024.jpg,pg1_1,pg,test,10
316,pg1_1_img025.jpg,pg1_1,pg,test,10
317,pg1_1_img026.jpg,pg1_1,pg,test,10
318,pg1_1_img027.jpg,pg1_1,pg,test,10
319,pg1_1_img028.jpg,pg1_1,pg,test,10
320,pg1_1_img029.jpg,pg1_1,pg,test,10
321,pg1_1_img030.jpg,pg1_1,pg,test,10
322,pg1_1_img031.jpg,pg1_1,pg,test,10
323,pg1_1_img032.jpg,pg1_1,pg,test,10
324,pg1_1_img033.jpg,pg1_1,pg,test,10
325,pg1_1_img034.jpg,pg1_1,pg,test,10
326,pg1_1_img035.jpg,pg1_1,pg,test,10
327,pg1_1_img036.jpg,pg1_1,pg,test,10
328,pg1_1_img037.jpg,pg1_1,pg,test,10
329,pg1_1_img038.jpg,pg1_1,pg,test,10
330,pg1_1_img039.jpg,pg1_1,pg,test,10
331,pg1_1_img040.jpg,pg1_1,pg,test,10
332,pg1_1_img041.jpg,pg1_1,pg,test,10
333,pg1_1_img042.jpg,pg1_1,pg,test,10
334,pg1_1_img043.jpg,pg1_1,pg,test,10
335,pg1_1_img044.jpg,pg1_1,pg,test,10
336,pg1_1_img045.jpg,pg1_1,pg,test,10
337,pg1_1_img046.jpg,pg1_1,pg,test,10
338,pg1_1_img047.jpg,pg1_1,pg,test,10
339,pg1_1_img048.jpg,pg1_1,pg,test,10
340,pg1_1_img049.jpg,pg1_1,pg,test,10
341,pg1_1_img050.jpg,pg1_1,pg,test,10
342,pg1_1_img051.jpg,pg1_1,pg,test,10
343,pg1_1_img052.jpg,pg1_1,pg,test,10
344,pg1_1_img053.jpg,pg1_1,pg,test,10
345,pg1_1_img054.jpg,pg1_1,pg,test,10
346,pg1_1_img055.jpg,pg1_1,pg,test,10
347,pg1_1_img056.jpg,pg1_1,pg,test,10
348,pg1_1_img057.jpg,pg1_1,pg,test,10
349,pg1_1_img058.jpg,pg1_1,pg,test,10
350,pg1_1_img059.jpg,pg1_1,pg,test,10
351,pg1_1_img060.jpg,pg1_1,pg,test,10
352,pg1_1_img061.jpg,pg1_1,pg,test,10
353,pg1_1_img062.jpg,pg1_1,pg,test,10
354,pg1_1_img063.jpg,pg1_1,pg,test,10
355,pg1_1_img064.jpg,pg1_1,pg,test,10
356,pg1_1_img065.jpg,pg1_1,pg,test,10
357,pg1_1_img066.jpg,pg1_1,pg,test,10
358,pg1_1_img067.jpg,pg1_1,pg,test,10
359,pg1_1_img068.jpg,pg1_1,pg,test,10
360,pg1_1_img069.jpg,pg1_1,pg,test,10
361,pg1_1_img070.jpg,pg1_1,pg,test,10
362,pg1_1_img071.jpg,pg1_1,pg,test,10
363,pg1_1_img072.jpg,pg1_1,pg,test,10
364,pg1_1_img073.jpg,pg1_1,pg,test,10
365,pg1_1_img074.jpg,pg1_1,pg,test,10
366,pg1_1_img075.jpg,pg1_1,pg,test,10
367,pg1_1_img076.jpg,pg1_1,pg,test,10
368,pg1_1_img077.jpg,pg1_1,pg,test,10
369,pg1_1_img078.jpg,pg1_1,pg,test,10
370,pg1_1_img079.jpg,pg1_1,pg,test,10
371,pg1_1_img080.jpg,pg1_1,pg,test,10
372,pg1_1_img081.jpg,pg1_1,pg,test,10
373,pg1_1_img082.jpg,pg1_1,pg,test,10
374,pg1_1_img083.jpg,pg1_1,pg,test,10
375,pg1_1_img084.jpg,pg1_1,pg,test,10
376,pg1_1_img085.jpg,pg1_1,pg,test,10
377,pg1_1_img086.jpg,pg1_1,pg,test,10
378,pg1_1_img087.jpg,pg1_1,pg,test,10
379,pg1_1_img088.jpg,pg1_1,pg,test,10
380,pg1_1_img089.jpg,pg1_1,pg,test,10
381,pg1_1_img090.jpg,pg1_1,pg,test,10
382,pg1_1_img091.jpg,pg1_1,pg,test,10
383,pg1_1_img092.jpg,pg1_1,pg,test,10
384,pg1_1_img093.jpg,pg1_1,pg,test,10
385,pg1_1_img094.jpg,pg1_1,pg,test,10
386,pg1_1_img095.jpg,pg1_1,pg,test,10
387,pg1_1_img096.jpg,pg1_1,pg,test,10
388,pg1_1_img097.jpg,pg1_1,pg,test,10
389,pg1_2_img001.jpg,pg1_2,pg,val,10
390,pg1_2_img002.jpg,pg1_2,pg,val,10
391,pg1_2_img003.jpg,pg1_2,pg,val,10
392,pg1_2_img004.jpg,pg1_2,pg,val,10
393,pg1_2_img005.jpg,pg1_2,pg,val,10
394,pg1_2_img006.jpg,pg1_2,pg,val,10
395,pg1_2_img007.jpg,pg1_2,pg,val,10
396,pg1_2_img008.jpg,pg1_2,pg,val,10
397,pg1_2_img009.jpg,pg1_2,pg,val,10
398,pg1_2_img010.jpg,pg1_2,pg,val,10
399,pg1_2_img011.jpg,pg1_2,pg,val,10
400,pg1_2_img012.jpg,pg1_2,pg,val,10
401,pg1_2_img013.jpg,pg1_2,pg,val,10
402,pg1_2_img014.jpg,pg1_2,pg,val,10
403,pg1_2_img015.jpg,pg1_2,pg,val,10
404,pg1_2_img016.jpg,pg1_2,pg,val,10
405,pg1_2_img017.jpg,pg1_2,pg,val,10
406,pg1_2_img018.jpg,pg1_2,pg,val,10
407,pg1_2_img019.jpg,pg1_2,pg,val,10
408,pg1_2_img020.jpg,pg1_2,pg,val,10
409,pg1_2_img021.jpg,pg1_2,pg,val,10
410,pg1_2_img022.jpg,pg1_2,pg,val,10
411,pg1_2_img023.jpg,pg1_2,pg,val,10
412,pg1_2_img024.jpg,pg1_2,pg,val,10
413,pg1_2_img025.jpg,pg1_2,pg,val,10
414,pg1_2_img026.jpg,pg1_2,pg,val,10
415,pg1_2_img027.jpg,pg1_2,pg,val,10
416,pg1_2_img028.jpg,pg1_2,pg,val,10
417,pg1_2_img029.jpg,pg1_2,pg,val,10
418,pg1_2_img030.jpg,pg1_2,pg,val,10
419,pg1_2_img031.jpg,pg1_2,pg,val,10
420,pg1_2_img032.jpg,pg1_2,pg,val,10
421,pg1_2_img033.jpg,pg1_2,pg,val,10
422,pg1_2_img034.jpg,pg1_2,pg,val,10
423,pg1_2_img035.jpg,pg1_2,pg,val,10
424,pg1_2_img036.jpg,pg1_2,pg,val,10
425,pg1_2_img037.jpg,pg1_2,pg,val,10
426,pg1_2_img038.jpg,pg1_2,pg,val,10
427,pg1_2_img039.jpg,pg1_2,pg,val,10
428,pg1_2_img040.jpg,pg1_2,pg,val,10
429,pg1_2_img041.jpg,pg1_2,pg,val,10
430,pg1_2_img042.jpg,pg1_2,pg,val,10
431,pg1_2_img043.jpg,pg1_2,pg,val,10
432,pg1_2_img044.jpg,pg1_2,pg,val,10
433,pg1_2_img045.jpg,pg1_2,pg,val,10
434,pg1_2_img046.jpg,pg1_2,pg,val,10
435,pg1_2_img047.jpg,pg1_2,pg,val,10
436,pg1_2_img048.jpg,pg1_2,pg,val,10
437,pg1_2_img049.jpg,pg1_2,pg,val,10
438,pg1_2_img050.jpg,pg1_2,pg,val,10
439,pg1_2_img051.jpg,pg1_2,pg,val,10
440,pg1_2_img052.jpg,pg1_2,pg,val,10
441,pg1_2_img053.jpg,pg1_2,pg,val,10
442,pg1_2_img054.jpg,pg1_2,pg,val,10
443,pg1_2_img055.jpg,pg1_2,pg,val,10
444,pg1_2_img056.jpg,pg1_2,pg,val,10
445,pg1_2_img057.jpg,pg1_2,pg,val,10
446,pg1_2_img058.jpg,pg1_2,pg,val,10
447,pg1_2_img059.jpg,pg1_2,pg,val,10
448,pg1_2_img060.jpg,pg1_2,pg,val,10
449,pg1_2_img061.jpg,pg1_2,pg,val,10
450,pg1_2_img062.jpg,pg1_2,pg,val,10
451,pg1_2_img063.jpg,pg1_2,pg,val,10
452,pg1_2_img064.jpg,pg1_2,pg,val,10
453,pg1_2_img065.jpg,pg1_2,pg,val,10
454,pg1_2_img066.jpg,pg1_2,pg,val,10
455,pg1_2_img067.jpg,pg1_2,pg,val,10
456,pg1_2_img068.jpg,pg1_2,pg,val,10
457,pg1_2_img069.jpg,pg1_2,pg,val,10
458,pg1_2_img070.jpg,pg1_2,pg,val,10
459,pg1_2_img071.jpg,pg1_2,pg,val,10
460,pg1_2_img072.jpg,pg1_2,pg,val,10
461,pg1_2_img073.jpg,pg1_2,pg,val,10
462,pg1_2_img074.jpg,pg1_2,pg,val,10
463,pg1_2_img075.jpg,pg1_2,pg,val,10
464,pg1_2_img076.jpg,pg1_2,pg,val,10
465,pg1_2_img077.jpg,pg1_2,pg,val,10
466,pg1_2_img078.jpg,pg1_2,pg,val,10
467,pg1_2_img079.jpg,pg1_2,pg,val,10
468,pg1_2_img080.jpg,pg1_2,pg,val,10
469,pg1_2_img081.jpg,pg1_2,pg,val,10
470,pg1_2_img082.jpg,pg1_2,pg,val,10
471,pg1_2_img083.jpg,pg1_2,pg,val,10
472,pg1_2_img084.jpg,pg1_2,pg,val,10
473,pg1_2_img085.jpg,pg1_2,pg,val,10
474,pg1_2_img086.jpg,pg1_2,pg,val,10
475,pg1_2_img087.jpg,pg1_2,pg,val,10
476,pg1_2_img088.jpg,pg1_2,pg,val,10
477,pg1_2_img089.jpg,pg1_2,pg,val,10
478,pg1_2_img090.jpg,pg1_2,pg,val,10
479,pg1_2_img091.jpg,pg1_2,pg,val,10
480,pg1_2_img092.jpg,pg1_2,pg,val,10
481,pg1_2_img093.jpg,pg1_2,pg,val,10
482,pg1_2_img094.jpg,pg1_2,pg,val,10
483,pg1_2_img095.jpg,pg1_2,pg,val,10
484,pg1_2_img096.jpg,pg1_2,pg,val,10
485,pg1_2_img097.jpg,pg1_2,pg,val,10
486,pg1_3_img001.jpg,pg1_3,pg,train,10
487,pg1_3_img002.jpg,pg1_3,pg,train,10
488,pg1_3_img003.jpg,pg1_3,pg,train,10
489,pg1_3_img004.jpg,pg1_3,pg,train,10
490,pg1_3_img005.jpg,pg1_3,pg,train,10
491,pg1_3_img006.jpg,pg1_3,pg,train,10
492,pg1_3_img007.jpg,pg1_3,pg,train,10
493,pg1_3_img008.jpg,pg1_3,pg,train,10
494,pg1_3_img009.jpg,pg1_3,pg,train,10
495,pg1_3_img010.jpg,pg1_3,pg,train,10
496,pg1_3_img011.jpg,pg1_3,pg,train,10
497,pg1_3_img012.jpg,pg1_3,pg,train,10
498,pg1_3_img013.jpg,pg1_3,pg,train,10
